,0,1,2,3,4
0,0.1,0.2,0.3,0.4,0.5
1,29.124999999999993,58.249999999999986,87.37499999999994,116.49999999999997,145.625
2,50.25,100.5,150.75000000000003,201.0,251.25
3,40.20000000000003,80.40000000000006,120.59999999999957,160.80000000000013,201.0
