,0,1,2,3,4,5
0,5.0,7.0,9.0,11.0,13.0,15.0
1,14.750000000000002,16.650000000000002,18.55,20.45,22.349999999999998,24.249999999999996
2,25.73333333333312,30.959999999999678,36.18666666666697,41.41333333333338,46.639999999999816,51.86666666666696
